Customer ID,Count,Quarter,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
4636-QRJKY,1,Q3,3,Churned,Yes,1,91,5032,Price,Price too high
9412-GHEEC,1,Q3,1,Churned,Yes,1,88,3492,Competitor,Competitor had better devices
6825-UYPFK,1,Q3,1,Churned,Yes,1,81,2115,Dissatisfaction,Network reliability
8397-MVTAZ,1,Q3,3,Churned,Yes,1,72,2568,Other,Poor expertise of online support
9282-IZGQK,1,Q3,3,Churned,Yes,1,80,5679,Other,Don't know
1342-JPNKI,1,Q3,3,Churned,Yes,1,85,2966,Other,Don't know
2817-NTQDO,1,Q3,3,Churned,Yes,1,74,4856,Dissatisfaction,Poor expertise of online support
6986-IJDHX,1,Q3,1,Churned,Yes,1,91,3364,Competitor,Competitor had better devices
5301-GAUUY,1,Q3,1,Churned,Yes,1,92,5974,Competitor,Competitor had better devices
0939-YAPAF,1,Q3,3,Churned,Yes,1,72,2744,Competitor,Competitor offered higher download speeds
4710-FDUIZ,1,Q3,2,Churned,Yes,1,67,5170,Competitor,Competitor offered more data
1218-VKFPE,1,Q3,1,Churned,Yes,1,72,3535,Competitor,Competitor made better offer
3627-FHKBK,1,Q3,1,Churned,Yes,1,87,3244,Competitor,Competitor had better devices
0719-SYFRB,1,Q3,1,Churned,Yes,1,67,5670,Competitor,Competitor offered higher download speeds
6543-CPZMK,1,Q3,2,Churned,Yes,1,83,2573,Competitor,Competitor offered more data
4765-OXPPD,1,Q3,1,Churned,Yes,1,76,3983,Competitor,Competitor offered more data
1009-IRMNA,1,Q3,3,Churned,Yes,1,91,4479,Attitude,Attitude of support person
7207-RMRDB,1,Q3,1,Churned,Yes,1,89,5720,Competitor,Competitor had better devices
0195-IESCP,1,Q3,3,Churned,Yes,1,75,3573,Competitor,Competitor offered more data
4580-TMHJU,1,Q3,2,Churned,Yes,1,65,2152,Other,Don't know
0970-ETWGE,1,Q3,2,Churned,Yes,1,91,4996,Competitor,Competitor had better devices
0887-HJGAR,1,Q3,3,Churned,Yes,1,95,2295,Competitor,Competitor offered higher download speeds
9576-ANLXO,1,Q3,1,Churned,Yes,1,87,2876,Competitor,Competitor offered higher download speeds
2024-BASKD,1,Q3,3,Churned,Yes,1,94,3860,Competitor,Competitor offered more data
4464-JCOLN,1,Q3,3,Churned,Yes,1,68,2362,Attitude,Attitude of support person
5650-VDUDS,1,Q3,2,Churned,Yes,1,93,2038,Competitor,Competitor made better offer
7538-GWHML,1,Q3,2,Churned,Yes,1,80,2323,Competitor,Competitor made better offer
3859-CVCET,1,Q3,1,Churned,Yes,1,78,2864,Competitor,Competitor had better devices
3276-HDUEG,1,Q3,2,Churned,Yes,1,78,4838,Competitor,Competitor made better offer
0822-GAVAP,1,Q3,1,Churned,Yes,1,65,3146,Competitor,Competitor made better offer
1448-PWKYE,1,Q3,1,Churned,Yes,1,88,2046,Competitor,Competitor had better devices
2276-YDAVZ,1,Q3,3,Churned,Yes,1,92,4965,Competitor,Competitor made better offer
5896-NPFWW,1,Q3,1,Churned,Yes,1,93,3273,Competitor,Competitor made better offer
7133-VBDCG,1,Q3,2,Churned,Yes,1,91,4535,Competitor,Competitor made better offer
1029-QFBEN,1,Q3,2,Churned,Yes,1,95,3556,Competitor,Competitor made better offer
4952-YSOGZ,1,Q3,3,Churned,Yes,1,95,5640,Competitor,Competitor made better offer
1589-AGTLK,1,Q3,3,Churned,Yes,1,90,2450,Other,Don't know
6439-GTPCA,1,Q3,1,Churned,Yes,1,90,5269,Competitor,Competitor made better offer
5138-WVKYJ,1,Q3,1,Churned,Yes,1,93,3658,Competitor,Competitor made better offer
2189-WWOEW,1,Q3,3,Churned,Yes,1,96,3579,Other,Don't know
1894-IGFSG,1,Q3,1,Churned,Yes,1,82,3161,Competitor,Competitor had better devices
7379-POKDZ,1,Q3,1,Churned,Yes,1,66,3038,Competitor,Competitor had better devices
0236-HFWSV,1,Q3,1,Churned,Yes,1,77,5264,Competitor,Competitor had better devices
3900-AQPHZ,1,Q3,2,Churned,Yes,1,91,4248,Attitude,Attitude of support person
5842-POCOP,1,Q3,1,Churned,Yes,1,79,4356,Competitor,Competitor offered higher download speeds
2037-XJFUP,1,Q3,2,Churned,Yes,1,76,4161,Competitor,Competitor made better offer
7314-OXENN,1,Q3,3,Churned,Yes,1,90,3051,Competitor,Competitor made better offer
0322-CHQRU,1,Q3,1,Churned,Yes,1,81,3478,Competitor,Competitor had better devices
4678-DVQEO,1,Q3,1,Churned,Yes,1,71,4138,Competitor,Competitor made better offer
3009-JWMPU,1,Q3,2,Churned,Yes,1,92,5016,Attitude,Attitude of service provider
1450-GALXR,1,Q3,1,Churned,Yes,1,74,5184,Competitor,Competitor had better devices
3138-BKYAV,1,Q3,3,Churned,Yes,1,75,4694,Attitude,Attitude of service provider
4289-DTDKW,1,Q3,1,Churned,Yes,1,70,2576,Competitor,Competitor had better devices
1820-TQVEV,1,Q3,2,Churned,Yes,1,76,3042,Attitude,Attitude of support person
2239-JALAW,1,Q3,1,Churned,Yes,1,74,6105,Competitor,Competitor made better offer
4853-RULSV,1,Q3,1,Churned,Yes,1,80,4544,Attitude,Attitude of service provider
6275-YDUVO,1,Q3,3,Churned,Yes,1,95,2969,Attitude,Attitude of service provider
0115-TFERT,1,Q3,3,Churned,Yes,1,89,4123,Attitude,Attitude of service provider
2311-QYMUQ,1,Q3,3,Churned,Yes,1,73,3696,Attitude,Attitude of support person
3104-OWCGK,1,Q3,3,Churned,Yes,1,76,4111,Other,Moved
9101-BWFSS,1,Q3,2,Churned,Yes,1,82,4274,Other,Moved
6982-SSHFK,1,Q3,1,Churned,Yes,1,89,3522,Competitor,Competitor had better devices
1038-ZAGBI,1,Q3,3,Churned,Yes,1,94,2653,Attitude,Attitude of support person
3027-ZTDHO,1,Q3,1,Churned,Yes,1,80,5951,Other,Don't know
2382-BCKQJ,1,Q3,3,Churned,Yes,1,91,5600,Competitor,Competitor made better offer
2207-NHRJK,1,Q3,1,Churned,Yes,1,85,3718,Competitor,Competitor had better devices
9944-HKVVB,1,Q3,1,Churned,Yes,1,77,5861,Competitor,Competitor had better devices
4124-MMETB,1,Q3,2,Churned,Yes,1,85,3665,Competitor,Competitor offered higher download speeds
3671-SHRSP,1,Q3,3,Churned,Yes,1,86,3080,Competitor,Competitor offered more data
3313-QKNKB,1,Q3,3,Churned,Yes,1,80,6304,Competitor,Competitor offered more data
5073-WXOYN,1,Q3,2,Churned,Yes,1,67,4941,Competitor,Competitor offered more data
0207-MDKNV,1,Q3,1,Churned,Yes,1,84,2122,Competitor,Competitor made better offer
9851-KIELU,1,Q3,1,Churned,Yes,1,76,5803,Competitor,Competitor made better offer
3908-BLSYF,1,Q3,1,Churned,Yes,1,90,3962,Competitor,Competitor had better devices
7549-MYGPK,1,Q3,2,Churned,Yes,1,79,5413,Price,Price too high
3804-RVTGV,1,Q3,2,Churned,Yes,1,91,5812,Price,Price too high
9227-LUNBG,1,Q3,2,Churned,Yes,1,76,5768,Price,Price too high
4315-MURBD,1,Q3,1,Churned,Yes,1,71,5559,Price,Price too high
9734-YWGEX,1,Q3,2,Churned,Yes,1,81,2954,Price,Price too high
2719-BDAQO,1,Q3,1,Churned,Yes,1,93,4940,Price,Price too high
9625-QSTYE,1,Q3,1,Churned,Yes,1,79,4806,Competitor,Competitor had better devices
6400-BWQKW,1,Q3,1,Churned,Yes,1,91,3263,Dissatisfaction,Network reliability
6680-WKXRZ,1,Q3,3,Churned,Yes,1,90,2054,Other,Don't know
9448-REEVD,1,Q3,3,Churned,Yes,1,74,3700,Other,Don't know
9117-SHLZX,1,Q3,3,Churned,Yes,1,72,3571,Dissatisfaction,Poor expertise of phone support
4541-RMRLG,1,Q3,3,Churned,Yes,1,82,4489,Attitude,Attitude of support person
3158-MOERK,1,Q3,2,Churned,Yes,1,83,3391,Competitor,Competitor offered more data
7294-TMAOP,1,Q3,2,Churned,Yes,1,72,2627,Competitor,Competitor made better offer
2834-JRTUA,1,Q3,1,Churned,Yes,1,81,5200,Competitor,Competitor had better devices
5875-YPQFJ,1,Q3,3,Churned,Yes,1,84,5367,Competitor,Competitor offered higher download speeds
8603-IJWDN,1,Q3,3,Churned,Yes,1,93,5228,Competitor,Competitor offered higher download speeds
3842-IYKUE,1,Q3,2,Churned,Yes,1,88,2455,Competitor,Competitor offered more data
6641-XRPSU,1,Q3,2,Churned,Yes,1,93,2318,Competitor,Competitor offered more data
8357-EQXFO,1,Q3,2,Churned,Yes,1,92,3077,Competitor,Competitor made better offer
9524-EGPJC,1,Q3,1,Churned,Yes,1,80,4260,Competitor,Competitor offered higher download speeds
6993-OHLXR,1,Q3,1,Churned,Yes,1,84,5225,Competitor,Competitor had better devices
8818-XYFCQ,1,Q3,1,Churned,Yes,1,71,5026,Competitor,Competitor made better offer
4695-VADHF,1,Q3,1,Churned,Yes,1,84,2989,Competitor,Competitor had better devices
3863-IUBJR,1,Q3,1,Churned,Yes,1,78,2595,Competitor,Competitor had better devices
8436-BJUMM,1,Q3,3,Churned,Yes,1,84,2404,Competitor,Competitor offered higher download speeds
9948-YPTDG,1,Q3,1,Churned,Yes,1,85,2405,Competitor,Competitor offered more data
4883-QICIH,1,Q3,2,Churned,Yes,1,96,2356,Other,Don't know
8329-IBCTI,1,Q3,3,Churned,Yes,1,91,5881,Competitor,Competitor made better offer
5669-SRAIP,1,Q3,2,Churned,Yes,1,93,2863,Competitor,Competitor offered higher download speeds
5981-ITEMU,1,Q3,3,Churned,Yes,1,67,3099,Competitor,Competitor offered more data
6941-PMGEP,1,Q3,3,Churned,Yes,1,90,3937,Competitor,Competitor made better offer
1624-WOIWJ,1,Q3,1,Churned,Yes,1,69,5686,Competitor,Competitor had better devices
2074-GKOWZ,1,Q3,1,Churned,Yes,1,73,3851,Competitor,Competitor had better devices
0376-YMCJC,1,Q3,2,Churned,Yes,1,82,4359,Competitor,Competitor offered higher download speeds
0634-SZPQA,1,Q3,2,Churned,Yes,1,67,4650,Competitor,Competitor offered higher download speeds
5536-RTPWK,1,Q3,2,Churned,Yes,1,91,5157,Competitor,Competitor offered higher download speeds
6166-ILMNY,1,Q3,1,Churned,Yes,1,68,5667,Competitor,Competitor had better devices
3097-NNSPB,1,Q3,1,Churned,Yes,1,91,2960,Competitor,Competitor had better devices
0655-RBDUG,1,Q3,1,Churned,Yes,1,86,2561,Competitor,Competitor had better devices
4361-BKAXE,1,Q3,1,Churned,Yes,1,80,3038,Competitor,Competitor made better offer
9878-TNQGW,1,Q3,3,Churned,Yes,1,65,3533,Competitor,Competitor made better offer
4607-CHPCA,1,Q3,3,Churned,Yes,1,91,5801,Competitor,Competitor made better offer
8824-RWFXJ,1,Q3,1,Churned,Yes,1,83,2539,Competitor,Competitor had better devices
9763-PDTKK,1,Q3,1,Churned,Yes,1,74,4249,Competitor,Competitor had better devices
7627-JKIAZ,1,Q3,3,Churned,Yes,1,90,3982,Competitor,Competitor offered higher download speeds
4081-DYXAV,1,Q3,3,Churned,Yes,1,72,5182,Competitor,Competitor offered higher download speeds
0927-LCSMG,1,Q3,3,Churned,Yes,1,75,3331,Competitor,Competitor offered more data
8257-RZAHR,1,Q3,1,Churned,Yes,1,86,4049,Competitor,Competitor offered more data
0841-NULXI,1,Q3,1,Churned,Yes,1,71,3958,Other,Don't know
7851-WZEKY,1,Q3,2,Churned,Yes,1,82,2414,Competitor,Competitor made better offer
8844-TONUD,1,Q3,1,Churned,Yes,1,75,5295,Competitor,Competitor had better devices
5868-CZJDR,1,Q3,2,Churned,Yes,1,85,3605,Attitude,Attitude of service provider
0135-NMXAP,1,Q3,3,Churned,Yes,1,90,5671,Attitude,Attitude of support person
6270-OMFIW,1,Q3,2,Churned,Yes,1,91,4990,Attitude,Attitude of support person
0107-WESLM,1,Q3,2,Churned,Yes,1,66,3874,Attitude,Attitude of support person
3992-YWPKO,1,Q3,1,Churned,Yes,1,69,5750,Competitor,Competitor had better devices
0125-LZQXK,1,Q3,2,Churned,Yes,1,91,3025,Attitude,Attitude of service provider
5673-FSSMF,1,Q3,3,Churned,Yes,1,91,4611,Attitude,Attitude of support person
1579-KLYDT,1,Q3,2,Churned,Yes,1,91,5356,Competitor,Competitor made better offer
3927-NLNRY,1,Q3,3,Churned,Yes,1,96,5414,Other,Moved
6358-LYNGM,1,Q3,3,Churned,Yes,1,84,2548,Other,Moved
5494-HECPR,1,Q3,2,Churned,Yes,1,69,2502,Other,Moved
9824-BEMCV,1,Q3,2,Churned,Yes,1,77,3368,Competitor,Competitor offered higher download speeds
1373-ORVIZ,1,Q3,1,Churned,Yes,1,91,2860,Competitor,Competitor had better devices
9866-QEVEE,1,Q3,1,Churned,Yes,1,91,4857,Competitor,Competitor had better devices
9897-KXHCM,1,Q3,1,Churned,Yes,1,72,3212,Competitor,Competitor offered higher download speeds
7979-CORPM,1,Q3,2,Churned,Yes,1,67,5927,Other,Don't know
1618-CFHME,1,Q3,1,Churned,Yes,1,86,2101,Other,Don't know
3165-HDOEW,1,Q3,2,Churned,Yes,1,73,3706,Other,Don't know
6581-NQCBA,1,Q3,1,Churned,Yes,1,78,4840,Other,Don't know
1689-MRZQR,1,Q3,3,Churned,Yes,1,77,2777,Other,Don't know
5835-BEQEU,1,Q3,2,Churned,Yes,1,92,4428,Competitor,Competitor made better offer
5552-ZNFSJ,1,Q3,3,Churned,Yes,1,66,4568,Other,Poor expertise of online support
2223-KAGMX,1,Q3,1,Churned,Yes,1,87,5379,Price,Long distance charges
7321-PKUYW,1,Q3,1,Churned,Yes,1,66,5250,Competitor,Competitor had better devices
2833-SLKDQ,1,Q3,1,Churned,Yes,1,91,4094,Competitor,Competitor had better devices
7595-EUIVN,1,Q3,1,Churned,Yes,1,70,3940,Competitor,Competitor had better devices
2026-TGDHM,1,Q3,1,Churned,Yes,1,69,3830,Competitor,Competitor had better devices
4030-VPZBD,1,Q3,2,Churned,Yes,1,91,2860,Dissatisfaction,Network reliability
2408-TZMJL,1,Q3,1,Churned,Yes,1,90,4601,Dissatisfaction,Network reliability
7993-PYKOF,1,Q3,1,Churned,Yes,1,80,2587,Dissatisfaction,Network reliability
5027-XWQHA,1,Q3,2,Churned,Yes,1,78,2087,Dissatisfaction,Network reliability
4566-QVRRW,1,Q3,1,Churned,Yes,1,84,3200,Competitor,Competitor had better devices
0201-OAMXR,1,Q3,1,Churned,Yes,1,87,4838,Dissatisfaction,Network reliability
7831-QGOXH,1,Q3,3,Churned,Yes,1,77,3326,Other,Don't know
6393-WRYZE,1,Q3,2,Churned,Yes,1,87,3979,Other,Don't know
6599-RCLCJ,1,Q3,2,Churned,Yes,1,90,5863,Competitor,Competitor made better offer
9831-BPFRI,1,Q3,2,Churned,Yes,1,65,3849,Dissatisfaction,Poor expertise of online support
1725-MIMXW,1,Q3,2,Churned,Yes,1,78,5687,Dissatisfaction,Poor expertise of phone support
0031-PVLZI,1,Q3,1,Churned,Yes,1,81,4133,Price,Long distance charges
4791-QRGMF,1,Q3,3,Churned,Yes,1,76,6098,Competitor,Competitor offered more data
4671-LXRDQ,1,Q3,1,Churned,Yes,1,93,5704,Competitor,Competitor had better devices
1934-SJVJK,1,Q3,2,Churned,Yes,1,70,4103,Price,Long distance charges
3838-OZURD,1,Q3,1,Churned,Yes,1,96,5723,Competitor,Competitor had better devices
9269-CQOOL,1,Q3,1,Churned,Yes,1,66,3335,Competitor,Competitor had better devices
2845-HSJCY,1,Q3,2,Churned,Yes,1,78,4786,Competitor,Competitor made better offer
1184-PJVDB,1,Q3,1,Churned,Yes,1,68,5640,Competitor,Competitor had better devices
9415-DPEWS,1,Q3,3,Churned,Yes,1,96,5727,Competitor,Competitor offered more data
7943-RQCHR,1,Q3,2,Churned,Yes,1,83,2893,Competitor,Competitor offered more data
3249-ZPQRG,1,Q3,1,Churned,Yes,1,67,5048,Competitor,Competitor made better offer
2568-BRGYX,1,Q3,1,Churned,Yes,1,92,5094,Competitor,Competitor had better devices
7721-JXEAW,1,Q3,2,Churned,Yes,1,70,4324,Competitor,Competitor offered higher download speeds
7249-WBIYX,1,Q3,2,Churned,Yes,1,70,5146,Competitor,Competitor offered more data
3164-AALRN,1,Q3,2,Churned,Yes,1,77,2673,Competitor,Competitor had better devices
3334-CTHOL,1,Q3,2,Churned,Yes,1,71,2041,Competitor,Competitor had better devices
4704-ERYFC,1,Q3,1,Churned,Yes,1,85,2159,Competitor,Competitor offered higher download speeds
0471-LVHGK,1,Q3,2,Churned,Yes,1,86,2041,Competitor,Competitor offered higher download speeds
9518-RWHZL,1,Q3,1,Churned,Yes,1,69,5452,Competitor,Competitor had better devices
6240-EURKS,1,Q3,2,Churned,Yes,1,76,2649,Competitor,Competitor offered more data
6960-HVYXR,1,Q3,1,Churned,Yes,1,72,2567,Competitor,Competitor made better offer
7861-UVUFT,1,Q3,1,Churned,Yes,1,86,4003,Competitor,Competitor had better devices
0680-DFNNY,1,Q3,2,Churned,Yes,1,90,2055,Competitor,Competitor offered more data
7767-UXAGJ,1,Q3,3,Churned,Yes,1,68,2928,Competitor,Competitor made better offer
1571-SAVHK,1,Q3,1,Churned,Yes,1,80,5598,Competitor,Competitor had better devices
9546-CQJSU,1,Q3,1,Churned,Yes,1,80,5100,Competitor,Competitor had better devices
2951-QOQTK,1,Q3,2,Churned,Yes,1,72,5436,Competitor,Competitor offered higher download speeds
3473-XIIIT,1,Q3,1,Churned,Yes,1,68,3794,Competitor,Competitor had better devices
7893-IXHRQ,1,Q3,2,Churned,Yes,1,87,5636,Attitude,Attitude of service provider
2952-QAYZF,1,Q3,1,Churned,Yes,1,81,2264,Competitor,Competitor had better devices
4763-PGDPO,1,Q3,1,Churned,Yes,1,88,4494,Competitor,Competitor had better devices
5394-SVGJV,1,Q3,1,Churned,Yes,1,82,3066,Competitor,Competitor made better offer
9283-LZQOH,1,Q3,1,Churned,Yes,1,89,3687,Competitor,Competitor made better offer
7079-QRCBC,1,Q3,1,Churned,Yes,1,85,4016,Competitor,Competitor had better devices
5469-CTCWN,1,Q3,1,Churned,Yes,1,92,4334,Competitor,Competitor offered higher download speeds
9851-QXEEQ,1,Q3,1,Churned,Yes,1,84,3316,Competitor,Competitor had better devices
5208-HFSBT,1,Q3,1,Churned,Yes,1,81,5855,Competitor,Competitor had better devices
2667-WYLWJ,1,Q3,3,Churned,Yes,1,89,2247,Price,Long distance charges
1092-GANHU,1,Q3,2,Churned,Yes,1,87,3182,Competitor,Competitor offered more data
7881-EVUAD,1,Q3,2,Churned,Yes,1,79,4648,Competitor,Competitor offered more data
5766-XQXMQ,1,Q3,1,Churned,Yes,1,79,5449,Competitor,Competitor made better offer
3703-VAVCL,1,Q3,2,Churned,Yes,1,91,3902,Competitor,Competitor made better offer
8519-QJGJD,1,Q3,2,Churned,Yes,1,71,4995,Attitude,Attitude of service provider
6326-MTTXK,1,Q3,2,Churned,Yes,1,90,3849,Attitude,Attitude of service provider
0330-IVZHA,1,Q3,2,Churned,Yes,1,81,2969,Attitude,Attitude of service provider
2886-KEFUM,1,Q3,3,Churned,Yes,1,96,6144,Attitude,Attitude of support person
4237-RLAQD,1,Q3,2,Churned,Yes,1,94,5930,Attitude,Attitude of support person
9651-GTSAQ,1,Q3,3,Churned,Yes,1,94,4471,Attitude,Attitude of support person
3186-BAXNB,1,Q3,3,Churned,Yes,1,71,4319,Attitude,Attitude of service provider
0637-YLETY,1,Q3,1,Churned,Yes,1,96,5915,Attitude,Attitude of service provider
1157-BQCUW,1,Q3,1,Churned,Yes,1,82,2591,Competitor,Competitor had better devices
2003-CKLOR,1,Q3,2,Churned,Yes,1,73,4001,Other,Moved
9254-RBFON,1,Q3,2,Churned,Yes,1,91,5160,Competitor,Competitor had better devices
1205-WNWPJ,1,Q3,3,Churned,Yes,1,91,4661,Other,Moved
8387-MOJJT,1,Q3,1,Churned,Yes,1,82,5396,Competitor,Competitor made better offer
6032-KRXXO,1,Q3,2,Churned,Yes,1,84,5654,Competitor,Competitor made better offer
7459-RRWQZ,1,Q3,1,Churned,Yes,1,89,4780,Competitor,Competitor made better offer
3092-IGHWF,1,Q3,2,Churned,Yes,1,65,4421,Competitor,Competitor made better offer
6352-TWCAU,1,Q3,1,Churned,Yes,1,68,5874,Competitor,Competitor made better offer
2929-QNSRW,1,Q3,1,Churned,Yes,1,90,4886,Competitor,Competitor made better offer
1262-OPMFY,1,Q3,3,Churned,Yes,1,92,5105,Competitor,Competitor made better offer
1899-VXWXM,1,Q3,1,Churned,Yes,1,89,5898,Other,Don't know
3331-HQDTW,1,Q3,1,Churned,Yes,1,89,3410,Competitor,Competitor made better offer
5442-XSDCW,1,Q3,1,Churned,Yes,1,91,3469,Competitor,Competitor made better offer
3049-NDXFL,1,Q3,3,Churned,Yes,1,89,2850,Competitor,Competitor made better offer
7963-GQRMY,1,Q3,2,Churned,Yes,1,88,4903,Price,Extra data charges
1228-FZFRV,1,Q3,1,Churned,Yes,1,79,5536,Price,Extra data charges
2058-DCJBE,1,Q3,1,Churned,Yes,1,91,3965,Competitor,Competitor had better devices
5364-XYIRR,1,Q3,1,Churned,Yes,1,91,4747,Competitor,Competitor had better devices
4829-AUOAX,1,Q3,2,Churned,Yes,1,77,2712,Price,Extra data charges
9158-VCTQB,1,Q3,1,Churned,Yes,1,96,4963,Price,Extra data charges
6311-UEUME,1,Q3,2,Churned,Yes,1,90,3249,Price,Extra data charges
6839-ITVZJ,1,Q3,2,Churned,Yes,1,71,2039,Other,Don't know
0375-HVGXO,1,Q3,3,Churned,Yes,1,81,4476,Other,Don't know
8593-WHYHV,1,Q3,1,Churned,Yes,1,67,4934,Other,Don't know
6097-EQISJ,1,Q3,1,Churned,Yes,1,82,4688,Competitor,Competitor had better devices
4423-YLHDV,1,Q3,1,Churned,Yes,1,67,5570,Attitude,Attitude of support person
0107-YHINA,1,Q3,1,Churned,Yes,1,93,4214,Competitor,Competitor had better devices
8640-SDGKB,1,Q3,2,Churned,Yes,1,69,3633,Attitude,Attitude of support person
4116-TZAQJ,1,Q3,1,Churned,Yes,1,76,5393,Attitude,Attitude of support person
3877-JRJIP,1,Q3,2,Churned,Yes,1,71,4017,Attitude,Attitude of support person
7511-YMXVQ,1,Q3,1,Churned,Yes,1,81,5028,Competitor,Competitor had better devices
7551-JOHTI,1,Q3,2,Churned,Yes,1,77,5211,Attitude,Attitude of support person
9804-ICWBG,1,Q3,2,Churned,Yes,1,88,3349,Attitude,Attitude of support person
5318-IXUZF,1,Q3,2,Churned,Yes,1,72,4149,Other,Don't know
3198-VELRD,1,Q3,1,Churned,Yes,1,91,2014,Competitor,Competitor had better devices
9436-ZBZCT,1,Q3,2,Churned,Yes,1,90,5463,Attitude,Attitude of support person
7198-GLXTC,1,Q3,3,Churned,Yes,1,92,5239,Attitude,Attitude of support person
0516-VRYBW,1,Q3,3,Churned,Yes,1,85,4931,Attitude,Attitude of support person
8380-PEFPE,1,Q3,1,Churned,Yes,1,93,2377,Competitor,Competitor had better devices
5687-DKDTV,1,Q3,3,Churned,Yes,1,76,5984,Attitude,Attitude of support person
7530-HDYDS,1,Q3,2,Churned,Yes,1,70,2885,Attitude,Attitude of support person
3096-IZETN,1,Q3,3,Churned,Yes,1,89,4741,Attitude,Attitude of support person
5922-ABDVO,1,Q3,3,Churned,Yes,1,74,3046,Attitude,Attitude of support person
9172-ANCRX,1,Q3,1,Churned,Yes,1,68,5561,Attitude,Attitude of support person
6910-HADCM,1,Q3,2,Churned,Yes,1,67,5613,Attitude,Attitude of support person
4816-LXZYW,1,Q3,1,Churned,Yes,1,68,5216,Competitor,Competitor had better devices
4911-BANWH,1,Q3,3,Churned,Yes,1,74,4198,Attitude,Attitude of support person
8496-EJAUI,1,Q3,3,Churned,Yes,1,89,2251,Attitude,Attitude of support person
6365-MTGZX,1,Q3,1,Churned,Yes,1,71,3068,Competitor,Competitor had better devices
1349-WXNGG,1,Q3,2,Churned,Yes,1,66,4710,Attitude,Attitude of support person
6990-YNRIO,1,Q3,1,Churned,Yes,1,79,6120,Attitude,Attitude of support person
0621-TWIEM,1,Q3,1,Churned,Yes,1,67,4097,Attitude,Attitude of support person
2485-ITVKB,1,Q3,2,Churned,Yes,1,78,2643,Attitude,Attitude of support person
3669-OYSJI,1,Q3,2,Churned,Yes,1,76,4167,Attitude,Attitude of support person
1612-EOHDH,1,Q3,3,Churned,Yes,1,89,5828,Attitude,Attitude of support person
7517-SAWMO,1,Q3,2,Churned,Yes,1,90,4718,Attitude,Attitude of support person
4143-HHPMK,1,Q3,3,Churned,Yes,1,91,6402,Attitude,Attitude of support person
7054-LGEQW,1,Q3,2,Churned,Yes,1,69,4888,Attitude,Attitude of support person
0923-PNFUB,1,Q3,2,Churned,Yes,1,65,4852,Attitude,Attitude of support person
3494-JCHRQ,1,Q3,2,Churned,Yes,1,69,2699,Attitude,Attitude of support person
6474-FVJLC,1,Q3,2,Churned,Yes,1,77,4546,Attitude,Attitude of support person
4547-LYTDD,1,Q3,1,Churned,Yes,1,73,2850,Competitor,Competitor had better devices
6770-XUAGN,1,Q3,2,Churned,Yes,1,90,3753,Attitude,Attitude of support person
3143-ILDAL,1,Q3,3,Churned,Yes,1,96,4830,Attitude,Attitude of support person
4720-VSTSI,1,Q3,2,Churned,Yes,1,66,3997,Attitude,Attitude of support person
3946-MHCZW,1,Q3,1,Churned,Yes,1,83,5111,Attitude,Attitude of support person
6651-AZVTJ,1,Q3,1,Churned,Yes,1,83,6088,Attitude,Attitude of support person
4566-GOLUK,1,Q3,2,Churned,Yes,1,91,3620,Attitude,Attitude of support person
2484-DGXPZ,1,Q3,3,Churned,Yes,1,67,2687,Attitude,Attitude of support person
4587-NUKOX,1,Q3,1,Churned,Yes,1,74,5339,Attitude,Attitude of support person
0420-BWTPW,1,Q3,2,Churned,Yes,1,78,5578,Attitude,Attitude of support person
8183-ONMXC,1,Q3,3,Churned,Yes,1,87,2176,Competitor,Competitor made better offer
9614-RMGHA,1,Q3,3,Churned,Yes,1,82,5530,Competitor,Competitor made better offer
5054-IEXZT,1,Q3,3,Churned,Yes,1,90,5284,Competitor,Competitor made better offer
5834-ASPWA,1,Q3,3,Churned,Yes,1,74,5518,Competitor,Competitor made better offer
3948-XHGNA,1,Q3,1,Churned,Yes,1,80,5005,Other,Don't know
0565-IYCGT,1,Q3,1,Churned,Yes,1,93,6230,Competitor,Competitor made better offer
5445-UTODQ,1,Q3,2,Churned,Yes,1,87,3238,Competitor,Competitor made better offer
1024-VRZHF,1,Q3,1,Churned,Yes,1,70,2044,Competitor,Competitor made better offer
0348-SDKOL,1,Q3,2,Churned,Yes,1,96,4415,Competitor,Competitor made better offer
4373-MAVJG,1,Q3,2,Churned,Yes,1,70,5148,Competitor,Competitor made better offer
8901-HJXTF,1,Q3,1,Churned,Yes,1,94,3747,Competitor,Competitor made better offer
5419-KLXBN,1,Q3,2,Churned,Yes,1,90,5853,Competitor,Competitor made better offer
9828-AOQLM,1,Q3,1,Churned,Yes,1,91,3187,Competitor,Competitor made better offer
7615-ESMYF,1,Q3,3,Churned,Yes,1,70,5482,Competitor,Competitor made better offer
3858-VOBET,1,Q3,3,Churned,Yes,1,89,5897,Competitor,Competitor made better offer
1447-PJGGA,1,Q3,1,Churned,Yes,1,93,5789,Competitor,Competitor made better offer
8565-CLBZW,1,Q3,3,Churned,Yes,1,95,2050,Competitor,Competitor made better offer
9139-WQQDY,1,Q3,3,Churned,Yes,1,90,4235,Other,Poor expertise of online support
0224-HJAPT,1,Q3,2,Churned,Yes,1,82,2857,Competitor,Competitor made better offer
8086-OVPWV,1,Q3,1,Churned,Yes,1,91,2384,Competitor,Competitor made better offer
9430-FRQOC,1,Q3,2,Churned,Yes,1,80,5587,Competitor,Competitor made better offer
