Customer ID,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,City,Zip Code,Latitude,Longitude,Population,Gender,Age,Married,Number of Dependents,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
4587-NUKOX,0,3,Offer E,Yes,32.43,No,Fiber Optic,2,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,246.5,0,0,97.29,343.79,Walnut,91789,34.018354,-117.85492,45118,Female,60,No,0,1,Churned,Yes,74,5339,Attitude,Attitude of support person
0420-BWTPW,0,8,None,No,0,No,DSL,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,25.5,215.2,0,0,0,215.2,San Diego,92117,32.825086,-117.199424,51213,Male,40,No,0,2,Churned,Yes,78,5578,Attitude,Attitude of support person
8183-ONMXC,0,2,None,Yes,5.11,No,Fiber Optic,6,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.75,159.45,0,0,10.22,169.67,San Diego,92117,32.825086,-117.199424,51213,Female,41,No,0,3,Churned,Yes,87,2176,Competitor,Competitor made better offer
9614-RMGHA,0,65,None,Yes,36.75,Yes,Fiber Optic,73,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.85,5940.85,0,0,2388.75,8329.6,San Diego,92117,32.825086,-117.199424,51213,Male,29,Yes,0,3,Churned,Yes,82,5530,Competitor,Competitor made better offer
5054-IEXZT,0,1,None,Yes,32.82,No,Fiber Optic,21,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0,10,32.82,118.17,San Diego,92117,32.825086,-117.199424,51213,Male,41,No,0,3,Churned,Yes,90,5284,Competitor,Competitor made better offer
5834-ASPWA,0,1,None,Yes,11.58,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.45,75.45,0,0,11.58,87.03,San Diego,92117,32.825086,-117.199424,51213,Male,55,No,0,3,Churned,Yes,74,5518,Competitor,Competitor made better offer
3948-XHGNA,0,24,None,Yes,14.39,No,DSL,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,1210.4,0,0,345.36,1555.76,San Diego,92117,32.825086,-117.199424,51213,Male,35,No,0,1,Churned,Yes,80,5005,Other,Don't know
0565-IYCGT,0,69,Offer A,Yes,29.38,Yes,DSL,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,78.6,5356.45,0,0,2027.22,7383.67,San Diego,92117,32.825086,-117.199424,51213,Male,51,No,0,1,Churned,Yes,93,6230,Competitor,Competitor made better offer
5445-UTODQ,1,7,None,Yes,11.58,No,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.1,576.65,0,0,81.06,657.71,San Diego,92117,32.825086,-117.199424,51213,Female,35,Yes,0,2,Churned,Yes,87,3238,Competitor,Competitor made better offer
1024-VRZHF,1,11,Offer D,Yes,21.58,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,825.7,0,0,237.38,1063.08,San Diego,92117,32.825086,-117.199424,51213,Male,39,Yes,0,1,Churned,Yes,70,2044,Competitor,Competitor made better offer
0348-SDKOL,1,58,None,Yes,3.51,Yes,Fiber Optic,28,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,102.1,5885.4,0,100,203.58,6188.98,San Diego,92117,32.825086,-117.199424,51213,Female,33,Yes,0,2,Churned,Yes,96,4415,Competitor,Competitor made better offer
4373-MAVJG,1,14,Offer D,Yes,13.64,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.9,1259,0,0,190.96,1449.96,San Diego,92117,32.825086,-117.199424,51213,Female,64,Yes,0,2,Churned,Yes,70,5148,Competitor,Competitor made better offer
8901-HJXTF,1,12,None,No,0,No,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,29.2,309.1,0,0,0,309.1,San Diego,92117,32.825086,-117.199424,51213,Female,46,Yes,0,1,Churned,Yes,94,3747,Competitor,Competitor made better offer
5419-KLXBN,1,25,None,Yes,24.64,No,Fiber Optic,5,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,2257.75,0,0,616,2873.75,San Diego,92117,32.825086,-117.199424,51213,Female,36,Yes,0,2,Churned,Yes,90,5853,Competitor,Competitor made better offer
9828-AOQLM,3,1,None,Yes,12.8,No,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.7,45.7,0,0,12.8,58.5,San Diego,92117,32.825086,-117.199424,51213,Female,37,Yes,0,1,Churned,Yes,91,3187,Competitor,Competitor made better offer
7615-ESMYF,1,2,None,No,0,No,Cable,51,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,44.6,97.1,0,0,0,97.1,San Diego,92117,32.825086,-117.199424,51213,Female,23,Yes,0,3,Churned,Yes,70,5482,Competitor,Competitor made better offer
3858-VOBET,0,23,None,Yes,28.8,Yes,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1710.45,0,0,662.4,2372.85,San Diego,92117,32.825086,-117.199424,51213,Male,48,No,0,3,Churned,Yes,89,5897,Competitor,Competitor made better offer
1447-PJGGA,0,57,None,Yes,17.55,No,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.25,5464.65,0,0,1000.35,6465,San Diego,92117,32.825086,-117.199424,51213,Female,39,No,0,1,Churned,Yes,93,5789,Competitor,Competitor made better offer
8565-CLBZW,0,24,None,Yes,27.97,Yes,Fiber Optic,58,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.85,2165.05,0,0,671.28,2836.33,San Diego,92117,32.825086,-117.199424,51213,Male,23,No,0,3,Churned,Yes,95,2050,Competitor,Competitor made better offer
9139-WQQDY,1,49,None,Yes,26.37,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,100.45,4941.8,0,0,1292.13,6233.93,San Diego,92117,32.825086,-117.199424,51213,Female,35,Yes,0,3,Churned,Yes,90,4235,Other,Poor expertise of online support
0224-HJAPT,0,5,None,Yes,22.01,Yes,Cable,85,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0,0,110.05,333.2,San Diego,92117,32.825086,-117.199424,51213,Male,25,No,0,2,Churned,Yes,82,2857,Competitor,Competitor made better offer
8086-OVPWV,0,2,None,Yes,26.47,No,Fiber Optic,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.2,181.1,0,10,52.94,244.04,San Diego,92117,32.825086,-117.199424,51213,Male,58,No,0,1,Churned,Yes,91,2384,Competitor,Competitor made better offer
9430-FRQOC,0,4,None,Yes,32.46,Yes,Fiber Optic,3,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,87.1,341.45,0,0,129.84,471.29,San Diego,92117,32.825086,-117.199424,51213,Female,33,No,0,2,Churned,Yes,80,5587,Competitor,Competitor made better offer
3074-GQWYX,0,5,None,Yes,46.88,Yes,Fiber Optic,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,357.75,0,0,234.4,592.15,San Diego,92117,32.825086,-117.199424,51213,Male,30,No,0,2,Churned,Yes,87,3520,Competitor,Competitor made better offer
6845-RGTYS,1,47,None,Yes,2.87,Yes,Fiber Optic,51,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,4533.7,0,0,134.89,4668.59,San Diego,92117,32.825086,-117.199424,51213,Female,29,Yes,0,1,Churned,Yes,80,4622,Competitor,Competitor made better offer
8861-HGGKB,0,10,None,Yes,17.65,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.45,830.85,0,0,176.5,1007.35,San Diego,92117,32.825086,-117.199424,51213,Female,57,No,0,2,Churned,Yes,80,5699,Competitor,Competitor made better offer
7065-YUNRY,0,1,None,Yes,39.94,No,Cable,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.3,45.3,0,0,39.94,85.24,San Diego,92117,32.825086,-117.199424,51213,Female,28,No,0,1,Churned,Yes,69,3049,Competitor,Competitor made better offer
7694-VLBWQ,4,67,Offer A,Yes,8.18,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,104.1,7040.85,0,0,548.06,7588.91,Coronado,92118,32.68674,-117.186612,24093,Male,61,Yes,0,2,Churned,Yes,74,4857,Dissatisfaction,Product dissatisfaction
6481-OGDOO,1,67,Offer A,Yes,30.75,No,Fiber Optic,5,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,90.6,6056.15,0,0,2060.25,8116.4,San Diego,92129,32.961064,-117.134917,47224,Male,31,Yes,0,1,Churned,Yes,73,4394,Competitor,Competitor made better offer
3753-TSEMP,1,15,None,Yes,12.27,No,Fiber Optic,76,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88.15,1390.6,0,0,184.05,1574.65,San Diego,92139,32.677716,-117.047666,36351,Female,21,Yes,0,1,Churned,Yes,79,2524,Dissatisfaction,Product dissatisfaction
8305-VHZBZ,0,1,None,Yes,13.27,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.2,20.2,0,0,13.27,33.47,San Diego,92154,32.578103,-117.012975,68776,Male,55,No,0,1,Churned,Yes,92,4325,Price,Long distance charges
9172-JITSM,1,26,None,Yes,15.37,No,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.8,2361.8,0,0,399.62,2761.42,Palm Desert,92211,33.762759,-116.324817,19702,Female,47,Yes,0,1,Churned,Yes,75,2641,Other,Don't know
6298-QDFNH,0,22,None,Yes,19.19,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.35,1730.35,0,0,422.18,2152.53,Banning,92220,33.936298,-116.849577,25859,Male,48,No,0,1,Churned,Yes,68,4718,Dissatisfaction,Product dissatisfaction
6173-ITPWD,1,47,Offer B,Yes,17.54,Yes,Fiber Optic,59,No,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.35,4065,0,140,824.38,5029.38,Heber,92249,32.730583,-115.501083,3535,Male,26,Yes,0,1,Churned,Yes,91,2516,Dissatisfaction,Product dissatisfaction
9734-UYXQI,0,2,None,Yes,24.83,Yes,Cable,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.4,106.55,0,0,49.66,156.21,Fallbrook,92028,33.362575,-117.299644,42239,Female,27,No,0,1,Churned,Yes,90,5115,Competitor,Competitor made better offer
2189-UXTKY,1,22,None,Yes,13.11,Yes,DSL,51,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.2,1742.75,0,0,288.42,2031.17,La Quinta,92253,33.695532,-116.310571,23971,Female,27,Yes,0,1,Churned,Yes,91,3410,Dissatisfaction,Product dissatisfaction
4958-GZWIY,1,7,None,Yes,5.13,No,DSL,4,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.7,340.25,0,0,35.91,376.16,North Palm Springs,92258,33.906496,-116.569499,732,Male,61,Yes,0,2,Churned,Yes,91,2984,Other,Don't know
6356-ELRKD,0,1,None,Yes,6.67,No,Fiber Optic,27,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,95.6,0,0,6.67,102.27,Rancho Mirage,92270,33.763678,-116.429928,12465,Female,29,No,0,2,Churned,Yes,79,4091,Other,Don't know
8624-GIOUT,0,49,Offer B,Yes,35.87,Yes,DSL,30,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.75,2934.3,0,0,1757.63,4691.93,Seeley,92273,32.790282,-115.689559,1632,Female,40,No,0,1,Churned,Yes,78,6006,Other,Don't know
3177-LASXD,0,1,None,Yes,40.4,No,Cable,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,71.35,71.35,0,0,40.4,111.75,Westmorland,92281,33.03679,-115.60503,2388,Female,43,No,0,3,Churned,Yes,77,2619,Dissatisfaction,Poor expertise of phone support
4897-QSUYC,0,1,Offer E,Yes,21.59,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.15,20.15,0,0,21.59,41.74,Amboy,92304,34.559882,-115.637164,42,Female,42,No,0,3,Churned,Yes,86,4939,Attitude,Attitude of support person
1084-UQCHV,0,1,Offer E,Yes,27.97,No,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.75,69.75,0,0,27.97,97.72,Angelus Oaks,92305,34.1678,-116.86433,301,Male,35,No,0,2,Churned,Yes,66,2901,Attitude,Attitude of support person
2955-BJZHG,1,17,None,Yes,16.61,No,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.85,1400.85,0,0,282.37,1683.22,Apple Valley,92308,34.424926,-117.184503,28819,Male,41,Yes,0,1,Churned,Yes,77,5174,Competitor,Competitor had better devices
3806-DXQOM,0,4,Offer E,No,0,No,DSL,4,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,33.65,137.85,0,0,0,137.85,Baker,92309,35.28952,-116.092214,904,Female,47,No,0,2,Churned,Yes,95,2563,Attitude,Attitude of service provider
9300-RENDD,0,1,Offer E,Yes,3.13,No,Fiber Optic,5,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,79.95,0,0,3.13,83.08,Cedar Glen,92321,34.255203,-117.175654,455,Male,56,No,0,3,Churned,Yes,91,4815,Attitude,Attitude of support person
0761-AETCS,0,1,Offer E,Yes,25.62,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.3,19.3,0,0,25.62,44.92,Colton,92324,34.030915,-117.273201,52202,Female,58,No,0,2,Churned,Yes,92,3236,Attitude,Attitude of support person
2153-MREFK,1,37,None,Yes,30.16,Yes,Fiber Optic,4,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.2,3754.6,0,0,1115.92,4870.52,Fawnskin,92333,34.274846,-116.937581,414,Female,55,Yes,0,1,Churned,Yes,79,3599,Attitude,Attitude of support person
3106-ULWFW,0,8,Offer E,Yes,26.41,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2,627.4,0,0,211.28,838.68,Fontana,92337,34.049671,-117.468896,29847,Female,32,Yes,0,1,Churned,Yes,95,2887,Competitor,Competitor had better devices
0925-VYDLG,0,3,None,Yes,17.87,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.25,242,0,0,53.61,295.61,Ludlow,92338,34.702766,-116.093376,23,Female,40,No,0,3,Churned,Yes,83,5898,Attitude,Attitude of service provider
4349-GFQHK,0,1,Offer E,Yes,25.39,Yes,DSL,52,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.35,54.35,0,0,25.39,79.74,Mentone,92359,34.103578,-117.04054,7324,Male,30,No,0,3,Churned,Yes,87,4212,Attitude,Attitude of service provider
7802-EFKNY,1,5,Offer E,No,0,No,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,100.4,0,0,0,100.4,Redlands,92374,34.064073,-117.166158,36675,Male,37,Yes,0,1,Churned,Yes,79,5865,Competitor,Competitor had better devices
8035-BUYVG,1,40,Offer B,No,0,No,DSL,21,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,42.35,1716.45,0,0,0,1716.45,Running Springs,92382,34.186211,-117.07683,5395,Male,39,Yes,0,1,Churned,Yes,67,5422,Attitude,Attitude of support person
9787-XVQIU,0,1,Offer E,Yes,39.44,Yes,Fiber Optic,18,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.3,75.3,0,0,39.44,114.74,Sugarloaf,92386,34.243088,-116.830015,1834,Male,38,No,0,3,Churned,Yes,91,3596,Attitude,Attitude of support person
8945-MUQUF,0,51,Offer B,Yes,44.77,Yes,Fiber Optic,58,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,94.8,4837.6,0,0,2283.27,7120.87,Fallbrook,92028,33.362575,-117.299644,42239,Male,22,No,0,3,Churned,Yes,94,5074,Competitor,Competitor made better offer
3023-GFLBR,1,33,None,Yes,14.34,Yes,Fiber Optic,28,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,86.15,2745.7,0,0,473.22,3218.92,San Bernardino,92408,34.084909,-117.258107,12149,Female,63,Yes,0,2,Churned,Yes,66,3336,Attitude,Attitude of service provider
0524-IAVZO,1,30,Offer C,Yes,4.82,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,2624.25,0,0,144.6,2768.85,Anza,92539,33.527605,-116.666551,3745,Female,25,Yes,0,2,Churned,Yes,90,3698,Other,Don't know
2737-YNGYW,0,2,Offer E,Yes,33.89,No,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.55,184.1,0,0,67.78,251.88,Hemet,92543,33.739415,-116.968339,29687,Female,29,No,0,3,Churned,Yes,69,2856,Attitude,Attitude of support person
5159-YFPKQ,0,2,Offer E,Yes,24.31,No,Fiber Optic,16,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.8,160.75,0,0,48.62,209.37,Moreno Valley,92551,33.88274,-117.224878,22983,Female,37,No,0,1,Churned,Yes,91,5270,Competitor,Competitor had better devices
7927-AUXBZ,0,30,Offer C,Yes,9.34,No,Fiber Optic,8,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.15,2555.9,0,0,280.2,2836.1,Sun City,92586,33.707483,-117.200006,18161,Female,45,No,0,2,Churned,Yes,76,4417,Attitude,Attitude of support person
7619-ODSGN,1,24,Offer C,Yes,17.27,Yes,DSL,18,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.75,1338.15,0,0,414.48,1752.63,Foothill Ranch,92610,33.698728,-117.67768,10936,Male,63,Yes,2,1,Churned,Yes,90,5699,Attitude,Attitude of support person
2514-GINMM,0,1,Offer E,Yes,48.97,No,Fiber Optic,23,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,79.5,0,0,48.97,128.47,Dana Point,92629,33.477923,-117.705314,27730,Male,60,No,0,2,Churned,Yes,92,4490,Attitude,Attitude of service provider
2659-VXMWZ,0,67,Offer A,Yes,29.24,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.3,7482.1,0,0,1959.08,9441.18,Newport Coast,92657,33.603282,-117.821841,5597,Male,58,Yes,0,3,Churned,Yes,85,4146,Attitude,Attitude of support person
4285-GYRQC,1,7,Offer E,Yes,44.66,No,Fiber Optic,26,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,587.1,0,0,312.62,899.72,Newport Beach,92662,33.606336,-117.893042,3124,Female,63,Yes,0,2,Churned,Yes,89,3344,Attitude,Attitude of support person
8337-MSSXB,0,14,None,Yes,29.3,No,Fiber Optic,26,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.3,1180.95,0,10,410.2,1601.15,Trabuco Canyon,92679,33.631119,-117.567346,32268,Female,64,No,0,2,Churned,Yes,74,3677,Attitude,Attitude of service provider
8182-BJDSI,0,28,Offer C,Yes,30.28,Yes,Fiber Optic,30,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.95,2625.55,0,0,847.84,3473.39,Santa Ana,92705,33.766004,-117.786763,44117,Female,56,No,0,1,Churned,Yes,90,2468,Attitude,Attitude of service provider
2482-CZGBB,0,10,None,Yes,27.28,No,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,740,0,0,272.8,1012.8,Anaheim,92804,33.818,-117.974404,81333,Male,41,No,0,1,Churned,Yes,67,3156,Competitor,Competitor had better devices
0866-QLSIR,0,34,Offer C,Yes,34.41,Yes,DSL,4,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,64.4,2088.75,0,0,1169.94,3258.69,Garden Grove,92843,33.764018,-117.931507,43491,Female,53,No,0,2,Churned,Yes,75,5189,Attitude,Attitude of support person
7181-BQYBV,1,1,None,Yes,25.88,Yes,Fiber Optic,9,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.45,102.45,0,0,25.88,128.33,Garden Grove,92845,33.782955,-118.026456,15878,Female,52,Yes,0,1,Churned,Yes,85,4811,Attitude,Attitude of service provider
6204-IEUXJ,0,3,Offer E,Yes,40.67,No,Fiber Optic,58,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,80.1,217.55,0,0,122.01,339.56,Yorba Linda,92886,33.897253,-117.792202,39458,Female,30,No,0,3,Churned,Yes,65,4330,Attitude,Attitude of service provider
4529-CKBCL,0,2,Offer E,Yes,49.79,No,Fiber Optic,22,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.2,146.05,0,10,99.58,255.63,Ventura,93001,34.360261,-119.306383,32899,Female,51,No,0,2,Churned,Yes,85,4381,Attitude,Attitude of service provider
2506-CLAKW,0,6,Offer E,Yes,20.26,No,Fiber Optic,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.15,567.45,0,0,121.56,689.01,Ventura,93003,34.279221,-119.221437,46894,Female,20,No,0,1,Churned,Yes,80,3578,Attitude,Attitude of support person
1583-IHQZE,0,12,None,Yes,16.45,Yes,Cable,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,112.95,1384.75,0,0,197.4,1582.15,Camarillo,93010,34.227846,-119.079903,42853,Male,60,No,0,2,Churned,Yes,90,3965,Attitude,Attitude of support person
0151-ONTOV,0,1,Offer E,Yes,39.81,No,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,70.9,70.9,0,0,39.81,110.71,Moorpark,93021,34.312945,-118.858169,32984,Female,43,No,0,1,Churned,Yes,78,4739,Competitor,Competitor had better devices
0320-JDNQG,1,23,None,Yes,37.95,No,Fiber Optic,27,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,2331.3,0,0,872.85,3204.15,Oxnard,93035,34.18454,-119.224666,25322,Male,28,Yes,0,1,Churned,Yes,83,3425,Other,Don't know
7180-PISOG,0,1,None,Yes,36.44,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,74.5,0,0,36.44,110.94,Piru,93040,34.432843,-118.730106,1459,Male,41,Yes,0,3,Churned,Yes,75,5554,Attitude,Attitude of service provider
3571-RFHAR,0,65,Offer B,Yes,9.36,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.15,6941.2,0,140,608.4,7689.6,Santa Paula,93060,34.402343,-119.094824,32511,Male,60,No,0,2,Churned,Yes,91,6001,Attitude,Attitude of support person
9578-VRMNM,0,16,None,Yes,47.45,Yes,DSL,30,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,65.2,1043.35,0,0,759.2,1802.55,Summerland,93067,34.420998,-119.60137,576,Female,48,No,0,1,Churned,Yes,73,4722,Competitor,Competitor had better devices
6140-QNRQQ,0,1,Offer E,Yes,17.27,No,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,71.55,71.55,0,0,17.27,88.82,Santa Barbara,93103,34.438581,-119.685368,20893,Male,42,No,0,1,Churned,Yes,91,5739,Competitor,Competitor had better devices
4307-KTUMW,1,53,Offer B,Yes,31.24,Yes,Fiber Optic,73,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.9,5029.2,0,0,1655.72,6684.92,Santa Barbara,93108,34.457541,-119.631072,12741,Male,27,Yes,0,1,Churned,Yes,68,5543,Attitude,Attitude of service provider
7470-MCQTK,1,13,None,No,0,No,DSL,8,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.75,633.4,0,0,0,633.4,Alpaugh,93201,35.869626,-119.498771,1054,Female,42,Yes,0,2,Churned,Yes,86,2655,Attitude,Attitude of support person
7488-MXJIV,0,4,Offer E,Yes,43.32,Yes,Fiber Optic,20,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.65,321.65,0,10,173.28,504.93,Armona,93202,36.315979,-119.710852,2872,Female,63,No,0,1,Churned,Yes,96,3223,Competitor,Competitor had better devices
2027-FECZV,0,12,None,Yes,25.19,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.7,1253.9,0,0,302.28,1556.18,Bodfish,93205,35.523991,-118.400432,1954,Male,44,No,0,2,Churned,Yes,92,2406,Attitude,Attitude of support person
2672-DZUOY,0,1,Offer E,No,0,No,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,25.15,0,0,0,25.15,Buttonwillow,93206,35.451402,-119.488413,2078,Male,46,No,0,1,Churned,Yes,91,5386,Competitor,Competitor had better devices
3870-MQAMG,1,54,Offer B,Yes,2.18,Yes,Fiber Optic,71,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,110.35,5893.15,0,0,117.72,6010.87,Camp Nelson,93208,36.057458,-118.591951,191,Female,21,Yes,0,1,Churned,Yes,90,6189,Competitor,Competitor had better devices
4800-CZMPC,1,48,Offer B,Yes,6.36,Yes,Fiber Optic,47,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,103.25,5037.55,0,0,305.28,5342.83,Delano,93215,35.772244,-119.209689,37280,Female,24,Yes,0,1,Churned,Yes,71,4736,Attitude,Attitude of service provider
